genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Massilia,Pectin,Otu0014,SRR7969140,PRJNA494847,9509346,0.0704417385276952,0.6041982200752081,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969140,PRJNA494847,9074512,0.06722064814661623,0.6714188682218243,late,dew,R6,Soil Slurry
Chryseobacterium,Pectin,Otu0018,SRR7969140,PRJNA494847,3982524,0.029501073395401825,0.700919941617226,late,dew,R6,Soil Slurry
Aureimonas,Pectin,Otu0006,SRR7969140,PRJNA494847,3815318,0.028262472829993668,0.7291824144472198,late,dew,R6,Soil Slurry
Paracoccaceae unclassified,Pectin,Otu0012,SRR7969140,PRJNA494847,3670576,0.027190277316445664,0.7563726917636654,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969140,PRJNA494847,2327107.2,0.017238354447121483,0.7736110462107869,late,dew,R6,Soil Slurry
Enterobacteriaceae unclassified,Pectin,Otu0009,SRR7969140,PRJNA494847,2200170,0.01629805034504782,0.7899090965558347,late,dew,R6,Soil Slurry
Sphingobacterium,Pectin,Otu0027,SRR7969140,PRJNA494847,2168370,0.01606248763808767,0.8059715841939223,late,dew,R6,Soil Slurry
Sphingobacterium,Pectin,Otu0029,SRR7969140,PRJNA494847,1939256,0.014365295372601236,0.8203368795665236,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Pectin,Otu0001,SRR7969140,PRJNA494847,1903996.8,0.014104108184008486,0.8344409877505321,late,dew,R6,Soil Slurry
Oxalobacteraceae unclassified,Pectin,Otu0014,SRR7969140,PRJNA494847,1728972,0.012807588823217309,0.8472485765737494,late,dew,R6,Soil Slurry
Pantoea,Pectin,Otu0002,SRR7969140,PRJNA494847,1686174.72,0.012490562309779206,0.8597391388835286,late,dew,R6,Soil Slurry
Saccharibacillus,Pectin,Otu0047,SRR7969140,PRJNA494847,1532160,0.011349677896102788,0.8710888167796315,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Pectin,Otu0008,SRR7969140,PRJNA494847,1482054,0.010978511072362366,0.8820673278519938,late,dew,R6,Soil Slurry
Sphingobacterium,Pectin,Otu0030,SRR7969140,PRJNA494847,1416030,0.010489429557760568,0.8925567574097544,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0009,SRR7969140,PRJNA494847,942930,0.00698487871930621,0.8995416361290606,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969142,PRJNA494847,64735891.2,0.5990666568738007,0.5990666568738007,middle,dew,R4,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969142,PRJNA494847,17135971.2,0.15857646799600603,0.7576431248698067,middle,dew,R4,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969142,PRJNA494847,7693608,0.07119673396660564,0.8288398588364123,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969142,PRJNA494847,5129072,0.04746448931107043,0.8763043481474828,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969142,PRJNA494847,57543014.4,0.7066974575591735,0.7066974575591735,middle,dew,R4,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969142,PRJNA494847,15231974.4,0.1870669740597812,0.8937644316189547,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969142,PRJNA494847,14385753.6,0.2373609032950321,0.2373609032950321,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969142,PRJNA494847,10060872,0.16600156879203717,0.40336247208706927,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969142,PRJNA494847,7747064,0.1278243851559104,0.5311868572429796,middle,dew,R4,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969142,PRJNA494847,7587786.24,0.12519634674793925,0.656383203990919,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969142,PRJNA494847,6707248,0.11066771252802478,0.7670509165189437,middle,dew,R4,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969142,PRJNA494847,3807993.6,0.06283082734280263,0.8298817438617463,middle,dew,R4,Soil Slurry
Xanthomonas,Hemicellulose-Xylan,Otu0023,SRR7969142,PRJNA494847,2370525,0.03911299824316857,0.8689947421049149,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969142,PRJNA494847,6509976,0.2627853863146762,0.2627853863146762,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969142,PRJNA494847,4339984,0.17519025754311743,0.43797564385779364,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969142,PRJNA494847,4171496,0.16838897530038918,0.6063646191581828,middle,dew,R4,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969142,PRJNA494847,3793893.12,0.15314644311680903,0.7595110622749919,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969142,PRJNA494847,1305892,0.05271437770358064,0.8122254399785724,middle,dew,R4,Soil Slurry
Xanthomonas,Hemicellulose-Xyoglucan,Otu0023,SRR7969142,PRJNA494847,1185262.5,0.04784497883660383,0.8600704188151763,middle,dew,R4,Soil Slurry
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0010,SRR7969142,PRJNA494847,752500,0.030375842123195815,0.8904462609383721,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969142,PRJNA494847,14385753.6,0.19131187030820596,0.19131187030820598,middle,dew,R4,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969142,PRJNA494847,13611768,0.18101886537813272,0.37233073568633873,middle,dew,R4,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0002,SRR7969142,PRJNA494847,11381679.36,0.15136157799963323,0.523692313685972,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969142,PRJNA494847,10130776,0.13472618523324947,0.6584184989192214,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969142,PRJNA494847,9074512,0.12067924358542181,0.7790977425046434,middle,dew,R4,Soil Slurry
Pseudomonadaceae unclassified,Pectin,Otu0001,SRR7969142,PRJNA494847,3807993.6,0.050641377434525105,0.8297391199391684,middle,dew,R4,Soil Slurry
Xanthomonas,Pectin,Otu0023,SRR7969142,PRJNA494847,3081682.5,0.04098238153968298,0.8707215014788514,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969143,PRJNA494847,66639888,0.31056342312666785,0.31056342312666785,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969143,PRJNA494847,41032576,0.19122507022018337,0.5017884933468513,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969143,PRJNA494847,35903504,0.16732193644266047,0.6691104297895116,middle,dew,R5,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969143,PRJNA494847,21895963.2,0.10204226759876228,0.771152697388274,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969143,PRJNA494847,9534848,0.04443547434942362,0.8155881717376976,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969143,PRJNA494847,5959280,0.02777217146838976,0.8433603432060873,middle,dew,R5,Soil Slurry
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969143,PRJNA494847,5409810.56,0.02521146623146179,0.8685718094375491,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0005,SRR7969143,PRJNA494847,4663900,0.021735281864826456,0.8903070913023756,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969143,PRJNA494847,59235456,0.49562924293148675,0.49562924293148675,middle,dew,R5,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969143,PRJNA494847,19463078.4,0.1628496083917742,0.6584788513232609,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969143,PRJNA494847,18938112,0.15845715973068064,0.8169360110539416,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969143,PRJNA494847,53657984,0.221471980169269,0.221471980169269,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969143,PRJNA494847,46950736,0.19378798264811037,0.41525996281737937,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969143,PRJNA494847,30988256,0.12790324769399147,0.5431632105113708,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969143,PRJNA494847,19367660,0.07993952980874466,0.6231027403201155,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969143,PRJNA494847,14808864,0.061123213912349025,0.6842259542324646,middle,dew,R5,Soil Slurry
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969143,PRJNA494847,12349800,0.050973489065381926,0.7351994432978465,middle,dew,R5,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969143,PRJNA494847,10819621.120000001,0.044657714202002895,0.7798571574998494,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969143,PRJNA494847,10260580,0.04235028603171521,0.8222074435315646,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969143,PRJNA494847,6156348,0.025410171619029125,0.8476176151505936,middle,dew,R5,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969143,PRJNA494847,4865769.6,0.020083341714057536,0.8677009568646512,middle,dew,R5,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0014,SRR7969143,PRJNA494847,3704940,0.015292046719614578,0.8829930035842658,middle,dew,R5,Soil Slurry
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969143,PRJNA494847,3676176,0.015173324032649878,0.8981663276169157,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969143,PRJNA494847,34719872,0.24611073493189178,0.24611073493189178,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969143,PRJNA494847,30379888,0.2153468930654053,0.46145762799729706,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969143,PRJNA494847,16685984,0.11827807963410082,0.5797357076313979,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969143,PRJNA494847,10428740,0.07392379977131301,0.653659507402711,middle,dew,R5,Soil Slurry
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969143,PRJNA494847,8644860,0.06127882176476094,0.7149383291674719,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969143,PRJNA494847,6529460,0.04628387452892655,0.7612222036963984,middle,dew,R5,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969143,PRJNA494847,5409810.56,0.03834727422854292,0.7995694779249414,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969143,PRJNA494847,3917676,0.02777032471735593,0.8273398026422972,middle,dew,R5,Soil Slurry
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969143,PRJNA494847,2859248,0.020267690694036593,0.8476074933363339,middle,dew,R5,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0014,SRR7969143,PRJNA494847,2593458,0.018383646529428282,0.8659911398657621,middle,dew,R5,Soil Slurry
Paracoccaceae unclassified,Hemicellulose-Xyoglucan,Otu0012,SRR7969143,PRJNA494847,2228564,0.015797106737108838,0.881788246602871,middle,dew,R5,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0027,SRR7969143,PRJNA494847,2023812,0.01434572854081898,0.89613397514369,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969143,PRJNA494847,72596096,0.22941753086366445,0.22941753086366448,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969143,PRJNA494847,63521584,0.2007403395057064,0.4301578703693709,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969143,PRJNA494847,40523104,0.1280607494735183,0.5582186198428892,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969143,PRJNA494847,25326940,0.08003796842094894,0.6382565882638382,middle,dew,R5,Soil Slurry
Massilia,Pectin,Otu0014,SRR7969143,PRJNA494847,17289720,0.05463881792932938,0.6928954061931676,middle,dew,R5,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0002,SRR7969143,PRJNA494847,16229431.68,0.05128810429897131,0.7441835104921389,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969143,PRJNA494847,14808864,0.0467988390694702,0.7909823495616091,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969143,PRJNA494847,13058920,0.0412686817504088,0.8322510313120179,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969143,PRJNA494847,7835352,0.02476120905024528,0.8570122403622632,middle,dew,R5,Soil Slurry
Chryseobacterium,Pectin,Otu0018,SRR7969143,PRJNA494847,5310032,0.016780715456751916,0.8737929558190152,middle,dew,R5,Soil Slurry
Oxalobacteraceae unclassified,Pectin,Otu0014,SRR7969143,PRJNA494847,5186916,0.016391645378798815,0.890184601197814,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969148,PRJNA494847,53855256,0.29796257589357183,0.2979625758935719,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969148,PRJNA494847,51290720,0.28377388180340174,0.5817364576969737,late,dew,R6,Soil Slurry
Chryseobacterium,Cellulose,Otu0018,SRR7969148,PRJNA494847,20372142,0.11271204256813155,0.6944485002651053,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969148,PRJNA494847,7615987.2,0.04213663312796195,0.7365851333930672,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0005,SRR7969148,PRJNA494847,5596680,0.03096450213238306,0.7675496355254503,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969148,PRJNA494847,4767424,0.026376514400318435,0.7939261499257687,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0005,SRR7969148,PRJNA494847,3731120,0.02064300142158871,0.8145691513473574,late,dew,R6,Soil Slurry
Rhizobiaceae unclassified,Cellulose,Otu0010,SRR7969148,PRJNA494847,3311000,0.018318622211797052,0.8328877735591544,late,dew,R6,Soil Slurry
Stenotrophomonas,Cellulose,Otu0015,SRR7969148,PRJNA494847,2978150,0.016477077843570942,0.8493648514027254,late,dew,R6,Soil Slurry
Massilia,Cellulose,Otu0014,SRR7969148,PRJNA494847,2963952,0.0163985252014196,0.865763376604145,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969148,PRJNA494847,2383712,0.013188257200159217,0.8789516338043043,late,dew,R6,Soil Slurry
Chryseobacterium,Cellulose,Otu0048,SRR7969148,PRJNA494847,1854450,0.010260032908688325,0.8892116667129926,late,dew,R6,Soil Slurry
Mucilaginibacter,Cellulose,Otu0049,SRR7969148,PRJNA494847,1225272,0.0067790078147668366,0.8959906745277594,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969148,PRJNA494847,24856272,0.34107260914545734,0.34107260914545734,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969148,PRJNA494847,23672640,0.324831056329007,0.6659036654744643,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969148,PRJNA494847,6769766.4,0.0928933304782491,0.7587969959527134,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Galactomannan,Otu0018,SRR7969148,PRJNA494847,5820612,0.07986923065789427,0.8386662266106077,late,dew,R6,Soil Slurry
Rhizobiaceae unclassified,Hemicellulose-Galactomannan,Otu0010,SRR7969148,PRJNA494847,1655500,0.022716427646121053,0.8613826542567288,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969148,PRJNA494847,846220.8,0.011611666309781138,0.8729943205665099,late,dew,R6,Soil Slurry
Mucilaginibacter,Hemicellulose-Galactomannan,Otu0049,SRR7969148,PRJNA494847,765795,0.010508080162646495,0.8835024007291564,late,dew,R6,Soil Slurry
Pedobacter,Hemicellulose-Galactomannan,Otu0070,SRR7969148,PRJNA494847,750780,0.010302047446786327,0.8938044481759427,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969148,PRJNA494847,70426104,0.2633716284926108,0.2633716284926108,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969148,PRJNA494847,67072480,0.25083012237391505,0.5142017508665259,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Xylan,Otu0018,SRR7969148,PRJNA494847,26192754,0.09795271758446764,0.6121544684509935,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969148,PRJNA494847,15494128,0.05794319849686644,0.67009766694786,late,dew,R6,Soil Slurry
Massilia,Hemicellulose-Xylan,Otu0014,SRR7969148,PRJNA494847,14819760,0.055421272843229466,0.7255189397910894,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969148,PRJNA494847,12312696,0.04604563666697302,0.7715645764580624,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969148,PRJNA494847,8208464,0.03069709111131535,0.8022616675693778,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969148,PRJNA494847,7747064,0.02897159924843322,0.831233266817811,late,dew,R6,Soil Slurry
Rhizobiaceae unclassified,Hemicellulose-Xylan,Otu0010,SRR7969148,PRJNA494847,6622000,0.024764211348082935,0.8559974781658939,late,dew,R6,Soil Slurry
Stenotrophomonas,Hemicellulose-Xylan,Otu0015,SRR7969148,PRJNA494847,5956300,0.022274701306642462,0.8782721794725364,late,dew,R6,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xylan,Otu0014,SRR7969148,PRJNA494847,4322430,0.016164537912608596,0.894436717385145,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969148,PRJNA494847,45569832,0.25541612870093133,0.25541612870093133,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969148,PRJNA494847,43399840,0.24325345590564887,0.4986695846065802,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0018,SRR7969148,PRJNA494847,20372142,0.11418461325434881,0.612854197860929,late,dew,R6,Soil Slurry
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969148,PRJNA494847,10373832,0.05814469557916825,0.6709988934400972,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969148,PRJNA494847,8342992,0.046761961255921254,0.7177608546960185,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969148,PRJNA494847,7835352,0.043916670020839654,0.7616775247168581,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969148,PRJNA494847,5223568,0.029277780013893105,0.7909553047307513,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969148,PRJNA494847,4171496,0.023380980627960627,0.8143362853587119,late,dew,R6,Soil Slurry
Rhizobiaceae unclassified,Hemicellulose-Xyoglucan,Otu0010,SRR7969148,PRJNA494847,3311000,0.01855795303631542,0.8328942383950273,late,dew,R6,Soil Slurry
Oxalobacteraceae unclassified,Hemicellulose-Xyoglucan,Otu0014,SRR7969148,PRJNA494847,3025701,0.016958869543924074,0.8498531079389514,late,dew,R6,Soil Slurry
Stenotrophomonas,Hemicellulose-Xyoglucan,Otu0015,SRR7969148,PRJNA494847,2978150,0.01669234908943001,0.8665454570283814,late,dew,R6,Soil Slurry
Sphingobacterium,Hemicellulose-Xyoglucan,Otu0029,SRR7969148,PRJNA494847,1851108,0.010375347426501893,0.8769208044548833,late,dew,R6,Soil Slurry
Mucilaginibacter,Hemicellulose-Xyoglucan,Otu0049,SRR7969148,PRJNA494847,1837908,0.010301362231672728,0.8872221666865561,late,dew,R6,Soil Slurry
Pedobacter,Hemicellulose-Xyoglucan,Otu0059,SRR7969148,PRJNA494847,1786848,0.010015174046219915,0.897237340732776,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969148,PRJNA494847,95282376,0.26513232725079566,0.26513232725079566,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969148,PRJNA494847,90745120,0.2525069783340911,0.5176393055848867,late,dew,R6,Soil Slurry
Chryseobacterium,Pectin,Otu0018,SRR7969148,PRJNA494847,37833978,0.1052766635069575,0.6229159690918442,late,dew,R6,Soil Slurry
Massilia,Pectin,Otu0014,SRR7969148,PRJNA494847,20747664,0.05773236008868578,0.68064832918053,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969148,PRJNA494847,20261552,0.056379706940484074,0.7370280361210141,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969148,PRJNA494847,15670704,0.04360523315642709,0.7806332692774411,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969148,PRJNA494847,10447136,0.029070155437618057,0.8097034247150592,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969148,PRJNA494847,10130776,0.028189853470242037,0.8378932781853012,late,dew,R6,Soil Slurry
Rhizobiaceae unclassified,Pectin,Otu0010,SRR7969148,PRJNA494847,8277500,0.02303293569021055,0.8609262138755118,late,dew,R6,Soil Slurry
Stenotrophomonas,Pectin,Otu0015,SRR7969148,PRJNA494847,7445375,0.020717468265116442,0.8816436821406283,late,dew,R6,Soil Slurry
